next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Friday, May 15, 2020",576,5900 westpark,1576,ne-service-center,se-service-center,1576,nw-service-center,1576,sw-service-center,1576,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 22, 2020",190,5900 westpark,1190,ne-service-center,se-service-center,1190,nw-service-center,1190,sw-service-center,1190,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 22, 2020",577,5900 westpark,1577,ne-service-center,se-service-center,1577,nw-service-center,1577,sw-service-center,1577,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 29, 2020",191,5900 westpark,1191,ne-service-center,se-service-center,1191,nw-service-center,1191,sw-service-center,1191,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 29, 2020",578,5900 westpark,1578,ne-service-center,se-service-center,1578,nw-service-center,1578,sw-service-center,1578,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, May 30, 2020",836,5900 westpark,1836,ne-service-center,se-service-center,1836,nw-service-center,1836,sw-service-center,1836,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, June 05, 2020",192,5900 westpark,1192,ne-service-center,se-service-center,1192,nw-service-center,1192,sw-service-center,1192,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 05, 2020",579,5900 westpark,1579,ne-service-center,se-service-center,1579,nw-service-center,1579,sw-service-center,1579,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 12, 2020",193,5900 westpark,1193,ne-service-center,se-service-center,1193,nw-service-center,1193,sw-service-center,1193,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 12, 2020",580,5900 westpark,1580,ne-service-center,se-service-center,1580,nw-service-center,1580,sw-service-center,1580,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 12, 2020",911,5900 westpark,1911,ne-service-center,se-service-center,1911,nw-service-center,1911,sw-service-center,1911,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, June 19, 2020",194,5900 westpark,1194,ne-service-center,se-service-center,1194,nw-service-center,1194,sw-service-center,1194,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 19, 2020",581,5900 westpark,1581,ne-service-center,se-service-center,1581,nw-service-center,1581,sw-service-center,1581,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, June 25, 2020",937,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, June 26, 2020",195,5900 westpark,1195,ne-service-center,se-service-center,1195,nw-service-center,1195,sw-service-center,1195,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 26, 2020",582,5900 westpark,1582,ne-service-center,se-service-center,1582,nw-service-center,1582,sw-service-center,1582,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 26, 2020",780,5900 westpark,1780,ne-service-center,se-service-center,1780,nw-service-center,1780,sw-service-center,1780,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, June 29, 2020",837,5900 westpark,1837,ne-service-center,se-service-center,1837,nw-service-center,1837,sw-service-center,1837,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Monday, June 29, 2020",884,5900 westpark,1884,ne-service-center,se-service-center,1884,nw-service-center,1884,sw-service-center,1884,Annual,Annual Site Inspection,"16,16-1, 16-2",Annual,All SWP3 team members,All SWP3 team members,1
"Monday, June 29, 2020",890,5900 westpark,1890,ne-service-center,se-service-center,1890,nw-service-center,1890,sw-service-center,1890,Annual,Annual Metal Monitoring,15-1,Annual,GSD vendor,GSD vendor,1
"Tuesday, June 30, 2020",379,5900 westpark,1379,ne-service-center,se-service-center,1379,nw-service-center,1379,sw-service-center,1379,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, July 03, 2020",196,5900 westpark,1196,ne-service-center,se-service-center,1196,nw-service-center,1196,sw-service-center,1196,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 03, 2020",583,5900 westpark,1583,ne-service-center,se-service-center,1583,nw-service-center,1583,sw-service-center,1583,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 10, 2020",197,5900 westpark,1197,ne-service-center,se-service-center,1197,nw-service-center,1197,sw-service-center,1197,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 10, 2020",584,5900 westpark,1584,ne-service-center,se-service-center,1584,nw-service-center,1584,sw-service-center,1584,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 17, 2020",198,5900 westpark,1198,ne-service-center,se-service-center,1198,nw-service-center,1198,sw-service-center,1198,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 17, 2020",585,5900 westpark,1585,ne-service-center,se-service-center,1585,nw-service-center,1585,sw-service-center,1585,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 24, 2020",199,5900 westpark,1199,ne-service-center,se-service-center,1199,nw-service-center,1199,sw-service-center,1199,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 24, 2020",586,5900 westpark,1586,ne-service-center,se-service-center,1586,nw-service-center,1586,sw-service-center,1586,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, July 30, 2020",838,5900 westpark,1838,ne-service-center,se-service-center,1838,nw-service-center,1838,sw-service-center,1838,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, July 31, 2020",200,5900 westpark,1200,ne-service-center,se-service-center,1200,nw-service-center,1200,sw-service-center,1200,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 31, 2020",587,5900 westpark,1587,ne-service-center,se-service-center,1587,nw-service-center,1587,sw-service-center,1587,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 07, 2020",201,5900 westpark,1201,ne-service-center,se-service-center,1201,nw-service-center,1201,sw-service-center,1201,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 07, 2020",588,5900 westpark,1588,ne-service-center,se-service-center,1588,nw-service-center,1588,sw-service-center,1588,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 14, 2020",202,5900 westpark,1202,ne-service-center,se-service-center,1202,nw-service-center,1202,sw-service-center,1202,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 14, 2020",589,5900 westpark,1589,ne-service-center,se-service-center,1589,nw-service-center,1589,sw-service-center,1589,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 21, 2020",203,5900 westpark,1203,ne-service-center,se-service-center,1203,nw-service-center,1203,sw-service-center,1203,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 21, 2020",590,5900 westpark,1590,ne-service-center,se-service-center,1590,nw-service-center,1590,sw-service-center,1590,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, August 27, 2020",839,5900 westpark,1839,ne-service-center,se-service-center,1839,nw-service-center,1839,sw-service-center,1839,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, August 28, 2020",204,5900 westpark,1204,ne-service-center,se-service-center,1204,nw-service-center,1204,sw-service-center,1204,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 28, 2020",591,5900 westpark,1591,ne-service-center,se-service-center,1591,nw-service-center,1591,sw-service-center,1591,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 04, 2020",205,5900 westpark,1205,ne-service-center,se-service-center,1205,nw-service-center,1205,sw-service-center,1205,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 04, 2020",592,5900 westpark,1592,ne-service-center,se-service-center,1592,nw-service-center,1592,sw-service-center,1592,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, September 10, 2020",912,5900 westpark,1912,ne-service-center,se-service-center,1912,nw-service-center,1912,sw-service-center,1912,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, September 11, 2020",206,5900 westpark,1206,ne-service-center,se-service-center,1206,nw-service-center,1206,sw-service-center,1206,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 11, 2020",593,5900 westpark,1593,ne-service-center,se-service-center,1593,nw-service-center,1593,sw-service-center,1593,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 18, 2020",207,5900 westpark,1207,ne-service-center,se-service-center,1207,nw-service-center,1207,sw-service-center,1207,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 18, 2020",594,5900 westpark,1594,ne-service-center,se-service-center,1594,nw-service-center,1594,sw-service-center,1594,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 25, 2020",208,5900 westpark,1208,ne-service-center,se-service-center,1208,nw-service-center,1208,sw-service-center,1208,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 25, 2020",595,5900 westpark,1595,ne-service-center,se-service-center,1595,nw-service-center,1595,sw-service-center,1595,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, September 28, 2020",781,5900 westpark,1781,ne-service-center,se-service-center,1781,nw-service-center,1781,sw-service-center,1781,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, September 28, 2020",840,5900 westpark,1840,ne-service-center,se-service-center,1840,nw-service-center,1840,sw-service-center,1840,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Wednesday, September 30, 2020",380,5900 westpark,1380,ne-service-center,se-service-center,1380,nw-service-center,1380,sw-service-center,1380,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, October 02, 2020",209,5900 westpark,1209,ne-service-center,se-service-center,1209,nw-service-center,1209,sw-service-center,1209,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 02, 2020",596,5900 westpark,1596,ne-service-center,se-service-center,1596,nw-service-center,1596,sw-service-center,1596,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 09, 2020",210,5900 westpark,1210,ne-service-center,se-service-center,1210,nw-service-center,1210,sw-service-center,1210,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 09, 2020",597,5900 westpark,1597,ne-service-center,se-service-center,1597,nw-service-center,1597,sw-service-center,1597,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 16, 2020",211,5900 westpark,1211,ne-service-center,se-service-center,1211,nw-service-center,1211,sw-service-center,1211,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 16, 2020",598,5900 westpark,1598,ne-service-center,se-service-center,1598,nw-service-center,1598,sw-service-center,1598,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 23, 2020",212,5900 westpark,1212,ne-service-center,se-service-center,1212,nw-service-center,1212,sw-service-center,1212,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 23, 2020",599,5900 westpark,1599,ne-service-center,se-service-center,1599,nw-service-center,1599,sw-service-center,1599,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, October 29, 2020",841,5900 westpark,1841,ne-service-center,se-service-center,1841,nw-service-center,1841,sw-service-center,1841,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, October 30, 2020",213,5900 westpark,1213,ne-service-center,se-service-center,1213,nw-service-center,1213,sw-service-center,1213,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 30, 2020",600,5900 westpark,1600,ne-service-center,se-service-center,1600,nw-service-center,1600,sw-service-center,1600,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 06, 2020",214,5900 westpark,1214,ne-service-center,se-service-center,1214,nw-service-center,1214,sw-service-center,1214,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 06, 2020",601,5900 westpark,1601,ne-service-center,se-service-center,1601,nw-service-center,1601,sw-service-center,1601,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 13, 2020",215,5900 westpark,1215,ne-service-center,se-service-center,1215,nw-service-center,1215,sw-service-center,1215,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 13, 2020",602,5900 westpark,1602,ne-service-center,se-service-center,1602,nw-service-center,1602,sw-service-center,1602,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 20, 2020",216,5900 westpark,1216,ne-service-center,se-service-center,1216,nw-service-center,1216,sw-service-center,1216,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 20, 2020",603,5900 westpark,1603,ne-service-center,se-service-center,1603,nw-service-center,1603,sw-service-center,1603,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, November 26, 2020",842,5900 westpark,1842,ne-service-center,se-service-center,1842,nw-service-center,1842,sw-service-center,1842,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, November 27, 2020",217,5900 westpark,1217,ne-service-center,se-service-center,1217,nw-service-center,1217,sw-service-center,1217,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 27, 2020",604,5900 westpark,1604,ne-service-center,se-service-center,1604,nw-service-center,1604,sw-service-center,1604,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 04, 2020",218,5900 westpark,1218,ne-service-center,se-service-center,1218,nw-service-center,1218,sw-service-center,1218,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 04, 2020",605,5900 westpark,1605,ne-service-center,se-service-center,1605,nw-service-center,1605,sw-service-center,1605,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Wednesday, December 09, 2020",913,5900 westpark,1913,ne-service-center,se-service-center,1913,nw-service-center,1913,sw-service-center,1913,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, December 11, 2020",219,5900 westpark,1219,ne-service-center,se-service-center,1219,nw-service-center,1219,sw-service-center,1219,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 11, 2020",606,5900 westpark,1606,ne-service-center,se-service-center,1606,nw-service-center,1606,sw-service-center,1606,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 18, 2020",220,5900 westpark,1220,ne-service-center,se-service-center,1220,nw-service-center,1220,sw-service-center,1220,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 18, 2020",607,5900 westpark,1607,ne-service-center,se-service-center,1607,nw-service-center,1607,sw-service-center,1607,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 25, 2020",221,5900 westpark,1221,ne-service-center,se-service-center,1221,nw-service-center,1221,sw-service-center,1221,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 25, 2020",608,5900 westpark,1608,ne-service-center,se-service-center,1608,nw-service-center,1608,sw-service-center,1608,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, December 27, 2020",938,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Monday, December 28, 2020",782,5900 westpark,1782,ne-service-center,se-service-center,1782,nw-service-center,1782,sw-service-center,1782,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, December 28, 2020",843,5900 westpark,1843,ne-service-center,se-service-center,1843,nw-service-center,1843,sw-service-center,1843,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Tuesday, December 29, 2020",381,5900 westpark,1381,ne-service-center,se-service-center,1381,nw-service-center,1381,sw-service-center,1381,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, January 01, 2021",222,5900 westpark,1222,ne-service-center,se-service-center,1222,nw-service-center,1222,sw-service-center,1222,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 01, 2021",609,5900 westpark,1609,ne-service-center,se-service-center,1609,nw-service-center,1609,sw-service-center,1609,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 08, 2021",223,5900 westpark,1223,ne-service-center,se-service-center,1223,nw-service-center,1223,sw-service-center,1223,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 08, 2021",610,5900 westpark,1610,ne-service-center,se-service-center,1610,nw-service-center,1610,sw-service-center,1610,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 15, 2021",224,5900 westpark,1224,ne-service-center,se-service-center,1224,nw-service-center,1224,sw-service-center,1224,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 15, 2021",611,5900 westpark,1611,ne-service-center,se-service-center,1611,nw-service-center,1611,sw-service-center,1611,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 22, 2021",225,5900 westpark,1225,ne-service-center,se-service-center,1225,nw-service-center,1225,sw-service-center,1225,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 22, 2021",612,5900 westpark,1612,ne-service-center,se-service-center,1612,nw-service-center,1612,sw-service-center,1612,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, January 28, 2021",844,5900 westpark,1844,ne-service-center,se-service-center,1844,nw-service-center,1844,sw-service-center,1844,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, January 29, 2021",226,5900 westpark,1226,ne-service-center,se-service-center,1226,nw-service-center,1226,sw-service-center,1226,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 29, 2021",613,5900 westpark,1613,ne-service-center,se-service-center,1613,nw-service-center,1613,sw-service-center,1613,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 05, 2021",227,5900 westpark,1227,ne-service-center,se-service-center,1227,nw-service-center,1227,sw-service-center,1227,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 05, 2021",614,5900 westpark,1614,ne-service-center,se-service-center,1614,nw-service-center,1614,sw-service-center,1614,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 12, 2021",228,5900 westpark,1228,ne-service-center,se-service-center,1228,nw-service-center,1228,sw-service-center,1228,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 12, 2021",615,5900 westpark,1615,ne-service-center,se-service-center,1615,nw-service-center,1615,sw-service-center,1615,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 19, 2021",229,5900 westpark,1229,ne-service-center,se-service-center,1229,nw-service-center,1229,sw-service-center,1229,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 19, 2021",616,5900 westpark,1616,ne-service-center,se-service-center,1616,nw-service-center,1616,sw-service-center,1616,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, February 25, 2021",845,5900 westpark,1845,ne-service-center,se-service-center,1845,nw-service-center,1845,sw-service-center,1845,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, February 26, 2021",230,5900 westpark,1230,ne-service-center,se-service-center,1230,nw-service-center,1230,sw-service-center,1230,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 26, 2021",617,5900 westpark,1617,ne-service-center,se-service-center,1617,nw-service-center,1617,sw-service-center,1617,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 05, 2021",231,5900 westpark,1231,ne-service-center,se-service-center,1231,nw-service-center,1231,sw-service-center,1231,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 05, 2021",618,5900 westpark,1618,ne-service-center,se-service-center,1618,nw-service-center,1618,sw-service-center,1618,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Tuesday, March 09, 2021",914,5900 westpark,1914,ne-service-center,se-service-center,1914,nw-service-center,1914,sw-service-center,1914,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, March 12, 2021",232,5900 westpark,1232,ne-service-center,se-service-center,1232,nw-service-center,1232,sw-service-center,1232,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 12, 2021",619,5900 westpark,1619,ne-service-center,se-service-center,1619,nw-service-center,1619,sw-service-center,1619,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 19, 2021",233,5900 westpark,1233,ne-service-center,se-service-center,1233,nw-service-center,1233,sw-service-center,1233,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 19, 2021",620,5900 westpark,1620,ne-service-center,se-service-center,1620,nw-service-center,1620,sw-service-center,1620,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 26, 2021",234,5900 westpark,1234,ne-service-center,se-service-center,1234,nw-service-center,1234,sw-service-center,1234,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 26, 2021",621,5900 westpark,1621,ne-service-center,se-service-center,1621,nw-service-center,1621,sw-service-center,1621,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, March 29, 2021",783,5900 westpark,1783,ne-service-center,se-service-center,1783,nw-service-center,1783,sw-service-center,1783,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, March 29, 2021",846,5900 westpark,1846,ne-service-center,se-service-center,1846,nw-service-center,1846,sw-service-center,1846,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Wednesday, March 31, 2021",382,5900 westpark,1382,ne-service-center,se-service-center,1382,nw-service-center,1382,sw-service-center,1382,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, April 02, 2021",235,5900 westpark,1235,ne-service-center,se-service-center,1235,nw-service-center,1235,sw-service-center,1235,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 02, 2021",622,5900 westpark,1622,ne-service-center,se-service-center,1622,nw-service-center,1622,sw-service-center,1622,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 09, 2021",236,5900 westpark,1236,ne-service-center,se-service-center,1236,nw-service-center,1236,sw-service-center,1236,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 09, 2021",623,5900 westpark,1623,ne-service-center,se-service-center,1623,nw-service-center,1623,sw-service-center,1623,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 16, 2021",237,5900 westpark,1237,ne-service-center,se-service-center,1237,nw-service-center,1237,sw-service-center,1237,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 16, 2021",624,5900 westpark,1624,ne-service-center,se-service-center,1624,nw-service-center,1624,sw-service-center,1624,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 23, 2021",238,5900 westpark,1238,ne-service-center,se-service-center,1238,nw-service-center,1238,sw-service-center,1238,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 23, 2021",625,5900 westpark,1625,ne-service-center,se-service-center,1625,nw-service-center,1625,sw-service-center,1625,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, April 29, 2021",847,5900 westpark,1847,ne-service-center,se-service-center,1847,nw-service-center,1847,sw-service-center,1847,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, April 30, 2021",239,5900 westpark,1239,ne-service-center,se-service-center,1239,nw-service-center,1239,sw-service-center,1239,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 30, 2021",626,5900 westpark,1626,ne-service-center,se-service-center,1626,nw-service-center,1626,sw-service-center,1626,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 07, 2021",240,5900 westpark,1240,ne-service-center,se-service-center,1240,nw-service-center,1240,sw-service-center,1240,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 07, 2021",627,5900 westpark,1627,ne-service-center,se-service-center,1627,nw-service-center,1627,sw-service-center,1627,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 14, 2021",241,5900 westpark,1241,ne-service-center,se-service-center,1241,nw-service-center,1241,sw-service-center,1241,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 14, 2021",628,5900 westpark,1628,ne-service-center,se-service-center,1628,nw-service-center,1628,sw-service-center,1628,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 21, 2021",242,5900 westpark,1242,ne-service-center,se-service-center,1242,nw-service-center,1242,sw-service-center,1242,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 21, 2021",629,5900 westpark,1629,ne-service-center,se-service-center,1629,nw-service-center,1629,sw-service-center,1629,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, May 27, 2021",848,5900 westpark,1848,ne-service-center,se-service-center,1848,nw-service-center,1848,sw-service-center,1848,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, May 28, 2021",243,5900 westpark,1243,ne-service-center,se-service-center,1243,nw-service-center,1243,sw-service-center,1243,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
